1,0.36664389034182415
2,0.20337576197830198
3,0.1415319424499818
4,0.08676614686287176
5,-0.0013756073773552036
6,-0.0013756073773554256
7,-0.0013756073773554256
8,-0.0174334924156353
9,-0.0013756073773554256
10,-0.16310488911563203
11,0.283316490665659
12,-0.017437636971111337
13,-0.09797084167403403
14,-0.35044449667752053
15,-0.27156073596711316
16,-0.6974975343068776
17,-0.9853597970187512
18,-0.5135858616966281
19,-0.7242843614278515
20,-0.9819141754691333
21,-0.9916876199467429
22,-0.8431805182227411
23,-0.9918477145554142
24,-1.0714932279514557
25,-0.7964031827282211
26,-1.0714932279514557
27,-0.9410507847201469
28,-0.8811558531194347
29,-1.0787890766550565
30,-1.0338500631798424
31,-1.0790594430833336
32,-1.082066542230384
33,-1.0829296994962152
34,-1.0878207453570607
35,-1.096466493838871
36,-1.1020397598507512
37,-1.1047270627306696
38,-1.101077307868421
39,-1.1047270627306696
40,-1.1023047458007413
41,-1.0996871495773441
42,-1.1087765197476709
43,-1.1105209555113418
44,-1.114897048709219
45,-1.1139636867062603
46,-1.1150985018039492
47,-1.1142135750603384
48,-1.1140461666630692
49,-1.1157219940825631
50,-1.1155497950964786
51,-1.116027256159172
52,-1.1158771561272194
53,-1.1151040378785058
54,-1.1161495260614571
55,-1.116339929415394
56,-1.1159335073859036
57,-1.1163573180633954
58,-1.1164960929788483
59,-1.1166267074080891
60,-1.1166356418386836
61,-1.1166981643168685
62,-1.1166906776668029
63,-1.1167067912508628
64,-1.116737442144323
65,-1.1167134251775028
66,-1.116691709903375
67,-1.1168496158518684
68,-1.116931038943087
69,-1.1169589781182143
70,-1.1169841872619841
71,-1.1169948295526217
72,-1.1169833453325433
73,-1.1169883991440366
74,-1.1169720322219288
75,-1.1169962646915055
76,-1.116996683082741
77,-1.1169940652407808
78,-1.1169707874260442
79,-1.1169894719442555
80,-1.1169955569040604
81,-1.1169981555615505
82,-1.1169985589564537
83,-1.1169984369003707
84,-1.1169986680836352
85,-1.116998547541785
86,-1.116998619868824
87,-1.1169985125043693
88,-1.1169985306904948
89,-1.11699894488524
90,-1.11699888241345
91,-1.116998850295186
92,-1.1169987913063872
93,-1.1169989587180464
94,-1.116998967924551
95,-1.116998972833851
96,-1.116998969079582
97,-1.1169989739108641
98,-1.1169989698377143
99,-1.116998973330395
100,-1.116998982949863
101,-1.116998987313742
102,-1.1169989881933335
103,-1.1169989875542652
104,-1.1169989856690177
105,-1.1169989909134217
106,-1.1169989884329405
107,-1.1169989921102
108,-1.116998995683928
109,-1.1169989937018485
110,-1.116998996152656
111,-1.1169989949175236
112,-1.1169989962315245
113,-1.1169989961792033
114,-1.1169989958618758
115,-1.1169989954644075
116,-1.1169989928984454
